atr_k,risk_pct,max_positions,entry_confirm,min_rebalance_pct,total_return,cagr,sharpe,max_drawdown,total_costs,summary_path
2.3,0.35,8,1,0.0,1.189013681757848,0.09116120208261935,0.8251458626910282,0.18715872028183658,14328.291243845946,data/backtests/PORT_trend_breakout_20250808-235221_summary.csv
2.3,0.35,8,1,0.002,1.1704000333960871,0.09012406902029824,0.8157240665861522,0.18754819715362822,14238.14198176712,data/backtests/PORT_trend_breakout_20250808-235240_summary.csv
2.3,0.35,8,2,0.0,0.4535162826434096,0.04252512178501133,0.5440223314232062,0.16925942465798866,7542.475015241339,data/backtests/PORT_trend_breakout_20250808-235259_summary.csv
2.3,0.35,8,2,0.002,0.4719790679842186,0.04399148424839461,0.5604778456995374,0.15820773320620057,7518.149491997184,data/backtests/PORT_trend_breakout_20250808-235318_summary.csv
2.3,0.35,10,1,0.0,1.183842460099103,0.09087385560735273,0.8211530064778567,0.17730598668493558,14338.51644301587,data/backtests/PORT_trend_breakout_20250808-235337_summary.csv
2.3,0.35,10,1,0.002,1.172410827217878,0.09023648834222642,0.8160641619095885,0.17986767356436742,14208.446744838839,data/backtests/PORT_trend_breakout_20250808-235355_summary.csv
2.3,0.35,10,2,0.0,0.4752701026734776,0.04425114883793002,0.557203346100647,0.1551752374243851,7641.41326415347,data/backtests/PORT_trend_breakout_20250808-235415_summary.csv
2.3,0.35,10,2,0.002,0.45970236786451957,0.043018271377949446,0.5432203285995396,0.17001551699104148,7547.05842153468,data/backtests/PORT_trend_breakout_20250808-235434_summary.csv
2.3,0.35,12,1,0.0,1.210002306453812,0.09232130735438804,0.8299081239861342,0.18107934126385594,14470.981423803369,data/backtests/PORT_trend_breakout_20250808-235452_summary.csv
2.3,0.35,12,1,0.002,1.1754424578121143,0.09040580585800195,0.8148060591865709,0.1880500827021011,14280.551899939472,data/backtests/PORT_trend_breakout_20250808-235512_summary.csv
2.3,0.35,12,2,0.0,0.4954666056205781,0.04583348400999521,0.571284091851107,0.15694840794713857,7723.927985240805,data/backtests/PORT_trend_breakout_20250808-235531_summary.csv
2.3,0.35,12,2,0.002,0.4666571318591377,0.04357048660382512,0.5468086632593829,0.16908588307200095,7579.327572131562,data/backtests/PORT_trend_breakout_20250808-235550_summary.csv
2.3,0.4,8,1,0.0,1.410633760183822,0.10294241258389358,0.8191568677166345,0.205261521068779,17554.4777045729,data/backtests/PORT_trend_breakout_20250808-235609_summary.csv
2.3,0.4,8,1,0.002,1.4088632059544408,0.10285217476394193,0.8185652955079655,0.20473381965365806,17448.072088147972,data/backtests/PORT_trend_breakout_20250808-235628_summary.csv
2.3,0.4,8,2,0.0,0.5415352758842928,0.049372938399964594,0.5555555322566857,0.18714146482764488,8920.100141440586,data/backtests/PORT_trend_breakout_20250808-235648_summary.csv
2.3,0.4,8,2,0.002,0.5161586070155151,0.04743506630572769,0.5373712740544391,0.1959771935601094,8783.772811611258,data/backtests/PORT_trend_breakout_20250808-235707_summary.csv
2.3,0.4,10,1,0.0,1.3928066986748013,0.10203113918730322,0.8114708453309022,0.20924243302219347,17474.29856251814,data/backtests/PORT_trend_breakout_20250808-235726_summary.csv
2.3,0.4,10,1,0.002,1.4176593005875713,0.103299895763036,0.820491710697275,0.20176055198751142,17493.674430040403,data/backtests/PORT_trend_breakout_20250808-235745_summary.csv
2.3,0.4,10,2,0.0,0.5562595861092259,0.05048439192975107,0.559710067058512,0.18032024157059948,9055.475542189766,data/backtests/PORT_trend_breakout_20250808-235804_summary.csv
2.3,0.4,10,2,0.002,0.5346287892932666,0.04884835363248996,0.5443011541267126,0.18813220368205816,8862.283088861204,data/backtests/PORT_trend_breakout_20250808-235823_summary.csv
2.3,0.4,12,1,0.0,1.4210076105324267,0.10346994434751666,0.8190566671003332,0.21088572192796287,17641.239237454844,data/backtests/PORT_trend_breakout_20250808-235842_summary.csv
2.3,0.4,12,1,0.002,1.4272026428932278,0.10378401738800269,0.8208977436071869,0.21111281335949736,17574.933938551138,data/backtests/PORT_trend_breakout_20250808-235902_summary.csv
2.3,0.4,12,2,0.0,0.5594201640039009,0.05072174698263199,0.5596262229686394,0.17773430398322268,9061.360379208525,data/backtests/PORT_trend_breakout_20250808-235921_summary.csv
2.3,0.4,12,2,0.002,0.5322662633621373,0.04866842545357075,0.5393931018575301,0.19433791754972193,8924.836196772754,data/backtests/PORT_trend_breakout_20250808-235940_summary.csv
2.3,0.45,8,1,0.0,1.6770515582134733,0.11589261318304023,0.8231188383183177,0.22860909216950337,21226.24945426223,data/backtests/PORT_trend_breakout_20250808-235959_summary.csv
2.3,0.45,8,1,0.002,1.6629726220759942,0.11523757214696406,0.819802596570682,0.23410204632532705,21012.292398606816,data/backtests/PORT_trend_breakout_20250809-000018_summary.csv
2.3,0.45,8,2,0.0,0.5919925201510539,0.053143294715683576,0.5399699236191133,0.2143882991952245,10219.444827428702,data/backtests/PORT_trend_breakout_20250809-000038_summary.csv
2.3,0.45,8,2,0.002,0.6021547342774072,0.053889781623021715,0.5466887808739623,0.2152989948291502,10233.980740583815,data/backtests/PORT_trend_breakout_20250809-000057_summary.csv
2.3,0.45,10,1,0.0,1.68543525741573,0.11628122302926314,0.8242916111616339,0.22493845134695353,21165.699387401874,data/backtests/PORT_trend_breakout_20250809-000115_summary.csv
2.3,0.45,10,1,0.002,1.6495896666793048,0.11461205320433954,0.813779674095478,0.23066025314790578,21009.43080085725,data/backtests/PORT_trend_breakout_20250809-000135_summary.csv
2.3,0.45,10,2,0.0,0.645154634174302,0.057002579522733354,0.5662177079494628,0.1980684472166894,10529.016285230115,data/backtests/PORT_trend_breakout_20250809-000154_summary.csv
2.3,0.45,10,2,0.002,0.608995591201275,0.05438992524458275,0.5431638965577957,0.2109315263815651,10377.47254888154,data/backtests/PORT_trend_breakout_20250809-000214_summary.csv
2.3,0.45,12,1,0.0,1.6877049727917068,0.11638624575398993,0.8221168858693091,0.23533281471596348,21350.085473527593,data/backtests/PORT_trend_breakout_20250809-000232_summary.csv
2.3,0.45,12,1,0.002,1.6706275979953746,0.11559411066415892,0.8174243336708052,0.23542345352552604,21153.02739129235,data/backtests/PORT_trend_breakout_20250809-000251_summary.csv
2.3,0.45,12,2,0.0,0.6681732145754058,0.058639317546794745,0.5766626636066634,0.1912378120405141,10627.398956234983,data/backtests/PORT_trend_breakout_20250809-000311_summary.csv
2.3,0.45,12,2,0.002,0.6293997539562441,0.05587055557319465,0.5534091527243421,0.20867927371897657,10429.031685634187,data/backtests/PORT_trend_breakout_20250809-000330_summary.csv
2.3,0.5,8,1,0.0,1.929082991019175,0.1271290821546902,0.8178267020221381,0.25236520841449744,25148.763660508503,data/backtests/PORT_trend_breakout_20250809-000349_summary.csv
2.3,0.5,8,1,0.002,1.9241071783975472,0.12691570397105134,0.8165319691525192,0.2579805962345005,25116.663201370397,data/backtests/PORT_trend_breakout_20250809-000409_summary.csv
2.3,0.5,8,2,0.0,0.7200519519465807,0.062255795595659746,0.5685505031075286,0.21736508552655698,11906.706558941753,data/backtests/PORT_trend_breakout_20250809-000428_summary.csv
2.3,0.5,8,2,0.002,0.6471862027077855,0.05714785041891912,0.5287021283238929,0.24729767705918537,11625.076885161765,data/backtests/PORT_trend_breakout_20250809-000447_summary.csv
2.3,0.5,10,1,0.0,1.9616293142073653,0.12851687743412388,0.8240245051665674,0.248212581596594,25304.477946259536,data/backtests/PORT_trend_breakout_20250809-000506_summary.csv
2.3,0.5,10,1,0.002,1.9572413092675993,0.1283305629885525,0.8228633105178136,0.25094879121722996,25200.156342072612,data/backtests/PORT_trend_breakout_20250809-000526_summary.csv
2.3,0.5,10,2,0.0,0.7092215601980998,0.06150888976679125,0.5559152008339069,0.22279645693294672,12024.000814745783,data/backtests/PORT_trend_breakout_20250809-000545_summary.csv
2.3,0.5,10,2,0.002,0.6944077898205292,0.06048043489830213,0.5476606509993871,0.23598456885011074,11917.087184409107,data/backtests/PORT_trend_breakout_20250809-000605_summary.csv
2.3,0.5,12,1,0.0,1.9384816180735833,0.12753124691554407,0.8163327275549764,0.2613449440456559,25161.57294534952,data/backtests/PORT_trend_breakout_20250809-000624_summary.csv
2.3,0.5,12,1,0.002,1.9526063512637193,0.12813349593986323,0.8189676525333658,0.25955657085639433,25257.961465083088,data/backtests/PORT_trend_breakout_20250809-000643_summary.csv
2.3,0.5,12,2,0.0,0.7090773019556955,0.061498912807882666,0.552781383469372,0.23229434855648956,12109.71795602498,data/backtests/PORT_trend_breakout_20250809-000702_summary.csv
2.3,0.5,12,2,0.002,0.7343763961061862,0.0632372716940095,0.5665068760479902,0.2207955507723252,12095.894488769536,data/backtests/PORT_trend_breakout_20250809-000721_summary.csv
2.4,0.35,8,1,0.0,1.1302073885104145,0.0878573409161223,0.8119446547023532,0.1919676668193932,13167.601190736075,data/backtests/PORT_trend_breakout_20250809-000740_summary.csv
2.4,0.35,8,1,0.002,1.1212880900391569,0.08734917435108236,0.8075999336781452,0.1918443728114412,13020.288080730828,data/backtests/PORT_trend_breakout_20250809-000759_summary.csv
2.4,0.35,8,2,0.0,0.4229091384738879,0.04005735521862319,0.5259378670072451,0.1614367409962117,7019.893464496453,data/backtests/PORT_trend_breakout_20250809-000819_summary.csv
2.4,0.35,8,2,0.002,0.4107576429817956,0.0390645146521289,0.5128948418134911,0.17290055469648788,6931.134114983208,data/backtests/PORT_trend_breakout_20250809-000838_summary.csv
2.4,0.35,10,1,0.0,1.1348259557595135,0.08811973576863985,0.8125501028438027,0.18759977078306045,13168.582824055087,data/backtests/PORT_trend_breakout_20250809-000858_summary.csv
2.4,0.35,10,1,0.002,1.1165958368870745,0.0870810760754741,0.8044843415993429,0.18911462431025294,12998.973945755031,data/backtests/PORT_trend_breakout_20250809-000917_summary.csv
2.4,0.35,10,2,0.0,0.4076790067373717,0.03881176769036343,0.5054966711550496,0.16980809168332242,7043.826690746031,data/backtests/PORT_trend_breakout_20250809-000936_summary.csv
2.4,0.35,10,2,0.002,0.4149235985459152,0.039405748086870585,0.5105928620938341,0.1707331477155661,7033.363876980965,data/backtests/PORT_trend_breakout_20250809-000956_summary.csv
2.4,0.35,12,1,0.0,1.1337319272773625,0.08805762631082414,0.809742315306558,0.19510239079825056,13193.931584160166,data/backtests/PORT_trend_breakout_20250809-001017_summary.csv
2.4,0.35,12,1,0.002,1.121419416441376,0.08735667028005634,0.8040499235106572,0.19691428718294485,13080.101325905478,data/backtests/PORT_trend_breakout_20250809-001037_summary.csv
2.4,0.35,12,2,0.0,0.4253344084159858,0.040254609991170476,0.518933824336151,0.16396157232162234,7126.490959460659,data/backtests/PORT_trend_breakout_20250809-001057_summary.csv
2.4,0.35,12,2,0.002,0.4399898221233307,0.04144027256652749,0.5324851780055191,0.15867602326796504,7117.40488716532,data/backtests/PORT_trend_breakout_20250809-001117_summary.csv
2.4,0.4,8,1,0.0,1.342968393789445,0.099451142137293,0.8084379484643319,0.21664996515720328,16015.531235460496,data/backtests/PORT_trend_breakout_20250809-001137_summary.csv
2.4,0.4,8,1,0.002,1.361369451275186,0.10040934528297929,0.8148320908379774,0.21489476210169378,16043.31266050997,data/backtests/PORT_trend_breakout_20250809-001158_summary.csv
2.4,0.4,8,2,0.0,0.4709720553354817,0.043911927269338014,0.5102997020454887,0.1943814415708464,8194.006965927922,data/backtests/PORT_trend_breakout_20250809-001221_summary.csv
2.4,0.4,8,2,0.002,0.45378436938017663,0.04254653206540282,0.49740658434455337,0.2033401775549558,8123.157203575477,data/backtests/PORT_trend_breakout_20250809-001240_summary.csv
2.4,0.4,10,1,0.0,1.3506639359077859,0.09985268485488064,0.8099466905943771,0.21376060752463602,16014.915123167108,data/backtests/PORT_trend_breakout_20250809-001301_summary.csv
2.4,0.4,10,1,0.002,1.341336037701092,0.0993658174169274,0.8064140279446017,0.21756535789387282,15957.55596956203,data/backtests/PORT_trend_breakout_20250809-001321_summary.csv
2.4,0.4,10,2,0.0,0.4787762516126641,0.04452722035670531,0.5100884368342141,0.18986712026434774,8278.53690478542,data/backtests/PORT_trend_breakout_20250809-001343_summary.csv
2.4,0.4,10,2,0.002,0.4702652047764324,0.04385605506900481,0.5051212606079861,0.19587270749682711,8269.919986597744,data/backtests/PORT_trend_breakout_20250809-001403_summary.csv
2.4,0.4,12,1,0.0,1.3500784658058889,0.09982217692427153,0.8072378233674949,0.22303476762467847,16095.186809345521,data/backtests/PORT_trend_breakout_20250809-001423_summary.csv
2.4,0.4,12,1,0.002,1.3644293223280246,0.1005680389247603,0.8127976368875179,0.21797710106856177,16028.16649569357,data/backtests/PORT_trend_breakout_20250809-001444_summary.csv
2.4,0.4,12,2,0.0,0.5073854192468454,0.046758399116896054,0.5293927448569506,0.1792000343220549,8441.741500542,data/backtests/PORT_trend_breakout_20250809-001505_summary.csv
2.4,0.4,12,2,0.002,0.49385911858647735,0.04570824004731522,0.5189135617495885,0.19099912879163322,8337.527890225087,data/backtests/PORT_trend_breakout_20250809-001525_summary.csv
2.4,0.45,8,1,0.0,1.5738624082610881,0.11101875068343503,0.8059914051973472,0.24557024263082758,19249.789691009253,data/backtests/PORT_trend_breakout_20250809-001546_summary.csv
2.4,0.45,8,1,0.002,1.6018705440425034,0.11235856831125135,0.8147869696338658,0.24064403207486412,19295.05764046844,data/backtests/PORT_trend_breakout_20250809-001606_summary.csv
2.4,0.45,8,2,0.0,0.5213967356136024,0.04783742082095488,0.5018019587417027,0.2207663484861705,9431.369007627012,data/backtests/PORT_trend_breakout_20250809-001631_summary.csv
2.4,0.45,8,2,0.002,0.5634108485299905,0.051020831999104344,0.5287209509390917,0.20324820378848787,9551.874141537051,data/backtests/PORT_trend_breakout_20250809-001651_summary.csv
2.4,0.45,10,1,0.0,1.5719793270389362,0.1109282061321697,0.804767845028059,0.23709519935585058,19146.743603817144,data/backtests/PORT_trend_breakout_20250809-001712_summary.csv
2.4,0.45,10,1,0.002,1.5992711402292032,0.1122347623032165,0.812533882338415,0.23657662795401993,19279.171896958767,data/backtests/PORT_trend_breakout_20250809-001732_summary.csv
2.4,0.45,10,2,0.0,0.5457898828847492,0.04969505999748525,0.5111907436006041,0.21624113104987197,9583.039629479737,data/backtests/PORT_trend_breakout_20250809-001753_summary.csv
2.4,0.45,10,2,0.002,0.5226665557560688,0.04793477365966603,0.49660525274619327,0.22398436416318052,9502.05705136637,data/backtests/PORT_trend_breakout_20250809-001814_summary.csv
2.4,0.45,12,1,0.0,1.6032321371063687,0.11242337524544199,0.8117436177140988,0.2433231814948126,19345.49893197309,data/backtests/PORT_trend_breakout_20250809-001835_summary.csv
2.4,0.45,12,1,0.002,1.5927774433203226,0.11192499508502673,0.8081732687397849,0.24617523925755175,19241.466518305107,data/backtests/PORT_trend_breakout_20250809-001856_summary.csv
2.4,0.45,12,2,0.0,0.5866718317266082,0.052750761815912206,0.5344142658171179,0.19882643647227324,9825.83372352362,data/backtests/PORT_trend_breakout_20250809-001917_summary.csv
2.4,0.45,12,2,0.002,0.5752120333795654,0.05190132859675445,0.5273715350531285,0.20185755054647975,9718.905532108523,data/backtests/PORT_trend_breakout_20250809-001938_summary.csv
2.4,0.5,8,1,0.0,1.8455513986314962,0.12350350813493649,0.8104655822643883,0.26983713027065587,22956.699163323614,data/backtests/PORT_trend_breakout_20250809-001959_summary.csv
2.4,0.5,8,1,0.002,1.8573222389267654,0.12402008454969571,0.8135598248264924,0.26426043899081025,22872.913899575928,data/backtests/PORT_trend_breakout_20250809-002021_summary.csv
2.4,0.5,8,2,0.0,0.5961353386965516,0.05344812402382537,0.5065660367263302,0.2420169812519575,10734.624121600526,data/backtests/PORT_trend_breakout_20250809-002041_summary.csv
2.4,0.5,8,2,0.002,0.6010515889776114,0.05380895166670241,0.5113558717211807,0.23863083129473867,10826.982528328843,data/backtests/PORT_trend_breakout_20250809-002103_summary.csv
2.4,0.5,10,1,0.0,1.862693577543344,0.12425518361262888,0.8136809712719018,0.2604136100654947,22910.28525053854,data/backtests/PORT_trend_breakout_20250809-002125_summary.csv
2.4,0.5,10,1,0.002,1.8076006302736705,0.12182496609738913,0.8002661705555453,0.27006504354155775,22623.25457424821,data/backtests/PORT_trend_breakout_20250809-002147_summary.csv
2.4,0.5,10,2,0.0,0.6016453512715092,0.05385246412367306,0.5044646245306323,0.24134965064807784,10896.775236773201,data/backtests/PORT_trend_breakout_20250809-002209_summary.csv
2.4,0.5,10,2,0.002,0.6534416108929049,0.05759415669240009,0.5334143420297004,0.2213646617895116,11078.37404315305,data/backtests/PORT_trend_breakout_20250809-002231_summary.csv
2.4,0.5,12,1,0.0,1.8794975070229043,0.12498815473364422,0.8155407078899011,0.2673159266399417,23035.390936737596,data/backtests/PORT_trend_breakout_20250809-002253_summary.csv
2.4,0.5,12,1,0.002,1.8197948950579454,0.12236649887011075,0.8009242789049148,0.27321542292577655,22745.132486253406,data/backtests/PORT_trend_breakout_20250809-002315_summary.csv
2.4,0.5,12,2,0.0,0.632391417311303,0.05608625933024092,0.5205574535040841,0.23634736834761796,11121.632882387245,data/backtests/PORT_trend_breakout_20250809-002337_summary.csv
2.4,0.5,12,2,0.002,0.6204457396859278,0.05522284708435676,0.5126635571403411,0.23458064512041998,10962.762341037542,data/backtests/PORT_trend_breakout_20250809-002401_summary.csv
2.5,0.35,8,1,0.0,1.0820806345221183,0.08509260989298606,0.7995650021541758,0.2017076406361992,12180.840917516174,data/backtests/PORT_trend_breakout_20250809-002423_summary.csv
2.5,0.35,8,1,0.002,1.0638381212027577,0.08402977281840096,0.7904313899796581,0.20359295106156744,12054.600168117942,data/backtests/PORT_trend_breakout_20250809-002445_summary.csv
2.5,0.35,8,2,0.0,0.3521603293027924,0.034167426592564,0.45886139946797394,0.18953834050055512,6452.858896909003,data/backtests/PORT_trend_breakout_20250809-002508_summary.csv
2.5,0.35,8,2,0.002,0.35709605721424853,0.03458711457213681,0.4621087401655582,0.1848622008430766,6459.178817093534,data/backtests/PORT_trend_breakout_20250809-002531_summary.csv
2.5,0.35,10,1,0.0,1.0656566352697143,0.0841360960734514,0.7892587405197724,0.19966795665562864,12132.799075694174,data/backtests/PORT_trend_breakout_20250809-002553_summary.csv
2.5,0.35,10,1,0.002,1.057579605750067,0.08366321812553479,0.7855359418475779,0.2010452554713333,12023.272318245254,data/backtests/PORT_trend_breakout_20250809-002616_summary.csv
2.5,0.35,10,2,0.0,0.3636356500749671,0.035141095897691876,0.4635828385362965,0.18866597306481414,6569.417275483994,data/backtests/PORT_trend_breakout_20250809-002642_summary.csv
2.5,0.35,10,2,0.002,0.3755368466376261,0.036143238793467036,0.4743865170874569,0.1800697871372118,6538.325346518661,data/backtests/PORT_trend_breakout_20250809-002704_summary.csv
2.5,0.35,12,1,0.0,1.1119533112796005,0.08681529875252347,0.8105424120929724,0.19840179964251245,12295.893080404137,data/backtests/PORT_trend_breakout_20250809-002726_summary.csv
2.5,0.35,12,1,0.002,1.1024362138710968,0.08626883281451692,0.8063881798387851,0.19996811139414103,12173.26738613066,data/backtests/PORT_trend_breakout_20250809-002749_summary.csv
2.5,0.35,12,2,0.0,0.37143830311236004,0.03579899289974153,0.4688224099358731,0.18528899353636863,6611.253064207373,data/backtests/PORT_trend_breakout_20250809-002811_summary.csv
2.5,0.35,12,2,0.002,0.3910289213591296,0.03743627220509227,0.48651264976990005,0.17909690151569826,6614.998189530195,data/backtests/PORT_trend_breakout_20250809-002833_summary.csv
2.5,0.4,8,1,0.0,1.2685661041790803,0.0955072925266034,0.7891348273774238,0.22895177773992265,14773.994594053913,data/backtests/PORT_trend_breakout_20250809-002855_summary.csv
2.5,0.4,8,1,0.002,1.2895574961169376,0.09663148896322338,0.7982849903727133,0.22835241360389788,14769.93086284066,data/backtests/PORT_trend_breakout_20250809-002918_summary.csv
2.5,0.4,8,2,0.0,0.43632716297471896,0.04114496215259544,0.4831081351853775,0.19844402439702574,7669.048069207827,data/backtests/PORT_trend_breakout_20250809-002940_summary.csv
2.5,0.4,8,2,0.002,0.45035646686480235,0.04227250381434855,0.49629809727965685,0.1963801507108193,7642.09634391946,data/backtests/PORT_trend_breakout_20250809-003003_summary.csv
2.5,0.4,10,1,0.0,1.2641909988163844,0.09527181970886178,0.7864888510872651,0.22765565599529514,14724.005711857806,data/backtests/PORT_trend_breakout_20250809-003025_summary.csv
2.5,0.4,10,1,0.002,1.296633963176986,0.09700840617634277,0.7993258543034792,0.22802044967815027,14764.985931129475,data/backtests/PORT_trend_breakout_20250809-003051_summary.csv
2.5,0.4,10,2,0.0,0.4117747968064671,0.039147912268345575,0.45798161610502497,0.21946343786056818,7679.053331754233,data/backtests/PORT_trend_breakout_20250809-003115_summary.csv
2.5,0.4,10,2,0.002,0.41796224606948695,0.03965408106109414,0.46342150675511595,0.21118270396386435,7657.559010714983,data/backtests/PORT_trend_breakout_20250809-003138_summary.csv
2.5,0.4,12,1,0.0,1.3196515261823136,0.09822730422378045,0.8055553542900591,0.2295927375457021,15011.318232246786,data/backtests/PORT_trend_breakout_20250809-003200_summary.csv
2.5,0.4,12,1,0.002,1.3177843717323152,0.0981288303333685,0.8057060034115316,0.2292606026734104,14862.464488209038,data/backtests/PORT_trend_breakout_20250809-003224_summary.csv
2.5,0.4,12,2,0.0,0.45157348441883105,0.042369858641130964,0.488128731932124,0.19945145316015092,7827.512682904973,data/backtests/PORT_trend_breakout_20250809-003248_summary.csv
